customer_id,gender,region,age,age_cleaned,age_group,age_missing_flag,age_model,age_treatment_method,product_name,category,unit_price,quantity,total_price,shipping_fee,shipping_status,order_date,year,month,year_month
CUST0127,Male,North,62,62,55-64,0,62,Original,Smartwatch,Wearables,200.00,2,400.00,11.66,Delivered,2023-08-31,2023,8,2023-08
CUST0072,Male,South,21,21,18-24,0,21,Original,Headphones,Accessories,100.00,1,100.00,11.24,Delivered,2023-09-02,2023,9,2023-09
CUST0216,Male,North,53,53,45-54,0,53,Original,Smartphone,Electronics,800.00,4,3200.00,6.27,Returned,2023-04-06,2023,4,2023-04
CUST0156,Female,South,57,57,55-64,0,57,Original,Smartphone,Electronics,800.00,4,3200.00,16.09,In Transit,2023-12-29,2023,12,2023-12
CUST0052,Male,North,66,66,65+,0,66,Original,Mouse,Accessories,30.00,4,120.00,8.24,Returned,2023-06-09,2023,6,2023-06
CUST0226,Female,West,,43,35-44,1,43,Recovered from same Customer ID,Smartphone,Electronics,800.00,4,3200.00,17.91,In Transit,2023-06-14,2023,6,2023-06
CUST0270,Female,West,64,64,55-64,0,64,Original,Laptop,Electronics,1500.00,1,1500.00,18.88,Returned,2023-07-14,2023,7,2023-07
CUST0269,Male,North,64,64,55-64,0,64,Original,Monitor,Electronics,300.00,5,1500.00,6.93,Delivered,2023-04-23,2023,4,2023-04
CUST0183,Female,West,42,42,35-44,0,42,Original,Smartphone,Electronics,800.00,3,2400.00,7.22,Delivered,2023-10-21,2023,10,2023-10
CUST0205,Male,South,43,43,35-44,0,43,Original,Keyboard,Accessories,50.00,2,100.00,5.05,Delivered,2023-10-09,2023,10,2023-10
CUST0080,Female,East,51,51,45-54,0,51,Original,Headphones,Accessories,100.00,1,100.00,19.84,Delivered,2023-05-27,2023,5,2023-05
CUST0208,Female,West,57,57,55-64,0,57,Original,Laptop,Electronics,1500.00,1,1500.00,16.28,Returned,2023-02-01,2023,2,2023-02
CUST0186,Female,West,55,55,55-64,0,55,Original,Mouse,Accessories,30.00,5,150.00,17.36,In Transit,2023-05-07,2023,5,2023-05
CUST0109,Female,Unknown,57,57,55-64,0,57,Original,Mouse,Accessories,30.00,1,30.00,9.59,In Transit,2023-03-12,2023,3,2023-03
CUST0028,Female,East,50,50,45-54,0,50,Original,Headphones,Accessories,100.00,5,500.00,16.11,In Transit,2023-11-07,2023,11,2023-11
CUST0083,Male,West,28,28,25-34,0,28,Original,Keyboard,Accessories,50.00,2,100.00,9.48,Returned,2023-09-14,2023,9,2023-09
CUST0027,Female,South,36,36,35-44,0,36,Original,Monitor,Electronics,300.00,2,600.00,18.44,Returned,2023-03-19,2023,3,2023-03
CUST0203,Female,South,33,33,25-34,0,33,Original,Keyboard,Accessories,50.00,5,250.00,8.43,In Transit,2023-10-05,2023,10,2023-10
CUST0095,Female,East,,60,55-64,1,60,Recovered from same Customer ID,Laptop,Electronics,1500.00,5,7500.00,7.38,Returned,2023-06-18,2023,6,2023-06
CUST0204,Male,North,54,54,45-54,0,54,Original,Smartphone,Electronics,800.00,2,1600.00,6.45,Delivered,2023-03-16,2023,3,2023-03
CUST0165,Male,West,49,49,45-54,0,49,Original,Keyboard,Accessories,50.00,1,50.00,8.97,Returned,2023-05-23,2023,5,2023-05
CUST0269,Male,North,64,64,55-64,0,64,Original,Headphones,Accessories,100.00,3,300.00,11.64,Returned,2023-11-24,2023,11,2023-11
CUST0134,Male,North,,58,55-64,1,58,Recovered from same Customer ID,Monitor,Electronics,300.00,5,1500.00,7.22,Returned,2023-08-05,2023,8,2023-08
CUST0116,Female,East,,20,18-24,1,20,Recovered from same Customer ID,Headphones,Accessories,100.00,2,200.00,15.13,Delivered,2023-01-23,2023,1,2023-01
CUST0137,Female,West,19,19,18-24,0,19,Original,Smartphone,Electronics,800.00,3,2400.00,11.21,Returned,2023-08-01,2023,8,2023-08
CUST0100,Male,West,29,29,25-34,0,29,Original,Keyboard,Accessories,50.00,2,100.00,5.18,Returned,2023-04-14,2023,4,2023-04
CUST0282,Male,North,68,68,65+,0,68,Original,Smartwatch,Wearables,200.00,3,600.00,7.93,In Transit,2023-06-22,2023,6,2023-06
CUST0094,Male,North,30,30,25-34,0,30,Original,Laptop,Electronics,1500.00,1,1500.00,14.53,In Transit,2023-04-18,2023,4,2023-04
CUST0194,Female,West,61,61,55-64,0,61,Original,Mouse,Accessories,30.00,1,30.00,10.41,Returned,2023-01-28,2023,1,2023-01
CUST0174,Female,North,,68,65+,1,68,Recovered from same Customer ID,Smartphone,Electronics,800.00,4,3200.00,9.45,Returned,2023-05-08,2023,5,2023-05
CUST0273,Female,South,,55,55-64,1,55,Recovered from same Customer ID,Laptop,Electronics,1500.00,2,3000.00,9.01,In Transit,2023-06-07,2023,6,2023-06
CUST0188,Male,North,29,29,25-34,0,29,Original,Smartphone,Electronics,800.00,5,4000.00,6.06,Delivered,2023-02-24,2023,2,2023-02
CUST0109,Male,West,57,57,55-64,0,57,Original,Keyboard,Accessories,50.00,3,150.00,11.12,In Transit,2023-02-16,2023,2,2023-02
CUST0081,Male,West,38,38,35-44,0,38,Original,Smartwatch,Wearables,200.00,3,600.00,19.89,Returned,2023-08-07,2023,8,2023-08
CUST0298,Male,North,58,58,55-64,0,58,Original,Smartphone,Electronics,800.00,4,3200.00,18.55,Unknown,2023-04-04,2023,4,2023-04
CUST0189,Female,East,38,38,35-44,0,38,Original,Monitor,Electronics,300.00,1,300.00,11.89,In Transit,2023-05-01,2023,5,2023-05
CUST0092,Female,East,32,32,25-34,0,32,Original,Smartphone,Electronics,800.00,3,2400.00,14.12,In Transit,2023-09-28,2023,9,2023-09
CUST0254,Female,West,,,Unknown,1,49,Unknown for age analysis; median-imputed for modeling only,Mouse,Accessories,30.00,2,60.00,7.56,Delivered,2023-12-25,2023,12,2023-12
CUST0150,Male,South,63,63,55-64,0,63,Original,Headphones,Accessories,100.00,4,400.00,11.39,Delivered,2023-05-06,2023,5,2023-05
CUST0264,Female,West,59,59,55-64,0,59,Original,Keyboard,Accessories,50.00,4,200.00,10.49,Delivered,2023-08-21,2023,8,2023-08
CUST0105,Male,West,27,27,25-34,0,27,Original,Headphones,Accessories,100.00,3,300.00,17.92,Returned,2023-03-13,2023,3,2023-03
CUST0253,Female,West,51,51,45-54,0,51,Original,Laptop,Electronics,1500.00,1,1500.00,12.36,Returned,2023-02-28,2023,2,2023-02
CUST0188,Male,West,29,29,25-34,0,29,Original,Monitor,Electronics,300.00,4,1200.00,8.15,Delivered,2023-07-26,2023,7,2023-07
CUST0052,Male,East,66,66,65+,0,66,Original,Monitor,Electronics,300.00,2,600.00,19.10,Unknown,2023-07-02,2023,7,2023-07
CUST0204,Male,East,54,54,45-54,0,54,Original,Smartwatch,Wearables,200.00,5,1000.00,10.03,Returned,2023-10-17,2023,10,2023-10
CUST0180,Male,East,68,68,65+,0,68,Original,Monitor,Electronics,300.00,3,900.00,5.00,In Transit,2023-10-18,2023,10,2023-10
CUST0189,Female,West,,38,35-44,1,38,Recovered from same Customer ID,Laptop,Electronics,1500.00,3,4500.00,9.92,Delivered,2023-04-06,2023,4,2023-04
CUST0023,Female,South,29,29,25-34,0,29,Original,Monitor,Electronics,300.00,3,900.00,18.32,Delivered,2023-07-20,2023,7,2023-07
CUST0263,Female,West,40,40,35-44,0,40,Original,Smartwatch,Wearables,200.00,1,200.00,8.82,Returned,2023-04-08,2023,4,2023-04
CUST0195,Male,West,48,48,45-54,0,48,Original,Keyboard,Accessories,50.00,3,150.00,16.84,Returned,2023-01-08,2023,1,2023-01
CUST0272,Female,West,52,52,45-54,0,52,Original,Laptop,Electronics,1500.00,5,7500.00,9.45,Unknown,2023-05-13,2023,5,2023-05
CUST0256,Male,East,69,69,65+,0,69,Original,Monitor,Electronics,300.00,4,1200.00,8.25,Returned,2023-08-15,2023,8,2023-08
CUST0131,Male,North,67,67,65+,0,67,Original,Smartphone,Electronics,800.00,4,3200.00,14.61,In Transit,2023-09-18,2023,9,2023-09
CUST0279,Female,North,59,59,55-64,0,59,Original,Mouse,Accessories,30.00,1,30.00,6.08,Returned,2023-02-15,2023,2,2023-02
CUST0250,Female,West,64,64,55-64,0,64,Original,Smartwatch,Wearables,200.00,2,400.00,15.94,Delivered,2023-11-28,2023,11,2023-11
CUST0012,Male,East,,28,25-34,1,28,Recovered from same Customer ID,Mouse,Accessories,30.00,3,90.00,16.49,In Transit,2023-07-29,2023,7,2023-07
CUST0127,Female,South,62,62,55-64,0,62,Original,Smartphone,Electronics,800.00,4,3200.00,6.66,In Transit,2023-07-10,2023,7,2023-07
CUST0128,Female,North,52,52,45-54,0,52,Original,Monitor,Electronics,300.00,3,900.00,11.04,Delivered,2023-10-25,2023,10,2023-10
CUST0155,Male,West,41,41,35-44,0,41,Original,Headphones,Accessories,100.00,3,300.00,11.98,Delivered,2023-06-12,2023,6,2023-06
CUST0115,Male,South,53,53,45-54,0,53,Original,Headphones,Accessories,100.00,5,500.00,5.93,In Transit,2023-07-22,2023,7,2023-07
CUST0115,Male,West,53,53,45-54,0,53,Original,Smartwatch,Wearables,200.00,5,1000.00,19.43,Returned,2023-06-25,2023,6,2023-06
CUST0282,Male,East,68,68,65+,0,68,Original,Smartphone,Electronics,800.00,3,2400.00,8.23,Returned,2023-11-29,2023,11,2023-11
CUST0158,Male,West,51,51,45-54,0,51,Original,Smartphone,Electronics,800.00,1,800.00,18.58,Returned,2023-10-03,2023,10,2023-10
CUST0088,Female,South,66,66,65+,0,66,Original,Laptop,Electronics,1500.00,1,1500.00,13.16,In Transit,2023-02-06,2023,2,2023-02
CUST0124,Male,South,53,53,45-54,0,53,Original,Monitor,Electronics,300.00,2,600.00,8.51,Returned,2023-05-17,2023,5,2023-05
CUST0055,Female,North,45,45,45-54,0,45,Original,Smartwatch,Wearables,200.00,2,400.00,10.82,Returned,2023-09-23,2023,9,2023-09
CUST0201,Female,South,49,49,45-54,0,49,Original,Laptop,Electronics,1500.00,3,4500.00,17.62,Returned,2023-12-25,2023,12,2023-12
CUST0256,Female,West,69,69,65+,0,69,Original,Mouse,Accessories,30.00,5,150.00,9.07,Delivered,2023-02-19,2023,2,2023-02
CUST0055,Male,East,45,45,45-54,0,45,Original,Keyboard,Accessories,50.00,1,50.00,11.27,Returned,2023-09-13,2023,9,2023-09
CUST0076,Male,South,26,26,25-34,0,26,Original,Monitor,Electronics,300.00,4,1200.00,6.90,Returned,2023-11-05,2023,11,2023-11
CUST0273,Male,South,55,55,55-64,0,55,Original,Monitor,Electronics,300.00,3,900.00,7.31,In Transit,2023-01-15,2023,1,2023-01
CUST0022,Female,Unknown,33,33,25-34,0,33,Original,Mouse,Accessories,30.00,1,30.00,15.29,Delivered,2023-02-27,2023,2,2023-02
CUST0204,Male,East,54,54,45-54,0,54,Original,Laptop,Electronics,1500.00,2,3000.00,12.68,Delivered,2023-05-11,2023,5,2023-05
CUST0194,Female,South,61,61,55-64,0,61,Original,Mouse,Accessories,30.00,1,30.00,19.54,In Transit,2023-04-16,2023,4,2023-04
CUST0138,Male,East,46,46,45-54,0,46,Original,Smartphone,Electronics,800.00,4,3200.00,17.82,Unknown,2023-03-17,2023,3,2023-03
CUST0071,Female,North,46,46,45-54,0,46,Original,Mouse,Accessories,30.00,4,120.00,10.01,In Transit,2023-04-11,2023,4,2023-04
CUST0044,Female,North,30,30,25-34,0,30,Original,Keyboard,Accessories,50.00,4,200.00,16.61,Returned,2023-10-16,2023,10,2023-10
CUST0273,Male,South,55,55,55-64,0,55,Original,Headphones,Accessories,100.00,4,400.00,18.99,In Transit,2023-10-16,2023,10,2023-10
CUST0196,Female,East,37,37,35-44,0,37,Original,Headphones,Accessories,100.00,4,400.00,11.40,Delivered,2023-02-22,2023,2,2023-02
CUST0212,Female,East,62,62,55-64,0,62,Original,Mouse,Accessories,30.00,2,60.00,8.36,Delivered,2023-07-17,2023,7,2023-07
CUST0106,Female,East,,50,45-54,1,50,Recovered from same Customer ID,Mouse,Accessories,30.00,5,150.00,10.03,Delivered,2023-06-30,2023,6,2023-06
CUST0133,Male,North,47,47,45-54,0,47,Original,Headphones,Accessories,100.00,3,300.00,15.00,Delivered,2023-07-09,2023,7,2023-07
CUST0262,Male,West,27,27,25-34,0,27,Original,Mouse,Accessories,30.00,4,120.00,16.05,Returned,2023-05-07,2023,5,2023-05
CUST0280,Female,East,44,44,35-44,0,44,Original,Keyboard,Accessories,50.00,4,200.00,12.30,In Transit,2023-03-22,2023,3,2023-03
CUST0074,Male,North,36,36,35-44,0,36,Original,Smartwatch,Wearables,200.00,2,400.00,12.03,Returned,2023-08-28,2023,8,2023-08
CUST0300,Female,East,,66,65+,1,66,Recovered from same Customer ID,Mouse,Accessories,30.00,3,90.00,11.56,In Transit,2023-01-17,2023,1,2023-01
CUST0027,Female,North,36,36,35-44,0,36,Original,Laptop,Electronics,1500.00,4,6000.00,11.21,Unknown,2023-10-16,2023,10,2023-10
CUST0016,Male,South,61,61,55-64,0,61,Original,Smartphone,Electronics,800.00,1,800.00,17.43,Delivered,2023-01-10,2023,1,2023-01
CUST0152,Male,South,69,69,65+,0,69,Original,Smartphone,Electronics,800.00,3,2400.00,13.57,Returned,2023-03-25,2023,3,2023-03
CUST0278,Female,East,52,52,45-54,0,52,Original,Smartwatch,Wearables,200.00,3,600.00,10.21,In Transit,2023-01-29,2023,1,2023-01
CUST0095,Female,South,60,60,55-64,0,60,Original,Smartphone,Electronics,800.00,5,4000.00,18.75,Delivered,2023-01-19,2023,1,2023-01
CUST0229,Male,West,45,45,45-54,0,45,Original,Monitor,Electronics,300.00,1,300.00,16.70,Delivered,2023-09-16,2023,9,2023-09
CUST0128,Male,West,52,52,45-54,0,52,Original,Monitor,Electronics,300.00,1,300.00,14.67,Delivered,2023-07-21,2023,7,2023-07
CUST0032,Female,South,63,63,55-64,0,63,Original,Monitor,Electronics,300.00,5,1500.00,18.00,Returned,2023-03-21,2023,3,2023-03
CUST0283,Female,South,67,67,65+,0,67,Original,Keyboard,Accessories,50.00,5,250.00,10.04,In Transit,2023-05-03,2023,5,2023-05
CUST0238,Male,West,26,26,25-34,0,26,Original,Keyboard,Accessories,50.00,4,200.00,10.23,Delivered,2023-01-24,2023,1,2023-01
CUST0051,Male,West,41,41,35-44,0,41,Original,Smartwatch,Wearables,200.00,4,800.00,8.56,Returned,2024-01-03,2024,1,2024-01
CUST0144,Female,South,,54,45-54,1,54,Recovered from same Customer ID,Smartphone,Electronics,800.00,5,4000.00,10.52,Delivered,2023-12-01,2023,12,2023-12
CUST0134,Male,South,58,58,55-64,0,58,Original,Monitor,Electronics,300.00,5,1500.00,19.72,Delivered,2023-05-16,2023,5,2023-05
CUST0129,Male,South,66,66,65+,0,66,Original,Mouse,Accessories,30.00,2,60.00,9.19,In Transit,2023-05-07,2023,5,2023-05
CUST0148,Female,West,67,67,65+,0,67,Original,Headphones,Accessories,100.00,2,200.00,19.58,Returned,2023-06-01,2023,6,2023-06
CUST0211,Male,North,35,35,35-44,0,35,Original,Smartphone,Electronics,800.00,5,4000.00,15.61,In Transit,2023-01-27,2023,1,2023-01
CUST0272,Male,South,52,52,45-54,0,52,Original,Keyboard,Accessories,50.00,2,100.00,13.78,Delivered,2023-09-04,2023,9,2023-09
CUST0092,Female,East,32,32,25-34,0,32,Original,Mouse,Accessories,30.00,5,150.00,15.68,Delivered,2023-11-06,2023,11,2023-11
CUST0203,Female,Unknown,33,33,25-34,0,33,Original,Smartwatch,Wearables,200.00,1,200.00,14.86,Returned,2023-09-24,2023,9,2023-09
CUST0109,Male,North,57,57,55-64,0,57,Original,Smartwatch,Wearables,200.00,1,200.00,13.34,Returned,2023-09-08,2023,9,2023-09
CUST0204,Female,South,54,54,45-54,0,54,Original,Laptop,Electronics,1500.00,5,7500.00,5.02,Returned,2023-08-28,2023,8,2023-08
CUST0291,Male,West,49,49,45-54,0,49,Original,Smartwatch,Wearables,200.00,4,800.00,18.56,Delivered,2023-03-18,2023,3,2023-03
CUST0153,Female,South,40,40,35-44,0,40,Original,Headphones,Accessories,100.00,5,500.00,14.22,Delivered,2023-02-02,2023,2,2023-02
CUST0220,Male,North,67,67,65+,0,67,Original,Headphones,Accessories,100.00,5,500.00,13.85,Returned,2023-03-15,2023,3,2023-03
CUST0199,Female,North,41,41,35-44,0,41,Original,Mouse,Accessories,30.00,3,90.00,18.37,Returned,2024-01-03,2024,1,2024-01
CUST0245,Male,West,63,63,55-64,0,63,Original,Smartphone,Electronics,800.00,2,1600.00,19.63,Delivered,2023-12-27,2023,12,2023-12
CUST0228,Male,North,25,25,25-34,0,25,Original,Smartphone,Electronics,800.00,1,800.00,5.64,In Transit,2023-09-23,2023,9,2023-09
CUST0106,Male,North,50,50,45-54,0,50,Original,Laptop,Electronics,1500.00,5,7500.00,15.14,In Transit,2023-06-08,2023,6,2023-06
CUST0174,Male,West,68,68,65+,0,68,Original,Mouse,Accessories,30.00,4,120.00,14.02,Returned,2023-09-13,2023,9,2023-09
CUST0161,Male,West,62,62,55-64,0,62,Original,Smartwatch,Wearables,200.00,3,600.00,17.90,Returned,2023-01-03,2023,1,2023-01
CUST0204,Male,South,54,54,45-54,0,54,Original,Smartphone,Electronics,800.00,1,800.00,7.77,Returned,2023-07-23,2023,7,2023-07
CUST0062,Male,West,43,43,35-44,0,43,Original,Smartwatch,Wearables,200.00,2,400.00,13.02,Delivered,2023-10-08,2023,10,2023-10
CUST0114,Male,South,60,60,55-64,0,60,Original,Keyboard,Accessories,50.00,1,50.00,6.25,In Transit,2023-02-06,2023,2,2023-02
CUST0102,Male,West,25,25,25-34,0,25,Original,Monitor,Electronics,300.00,3,900.00,9.94,Delivered,2023-10-21,2023,10,2023-10
CUST0140,Male,East,50,50,45-54,0,50,Original,Smartphone,Electronics,800.00,1,800.00,10.36,Returned,2023-05-25,2023,5,2023-05
CUST0142,Female,South,32,32,25-34,0,32,Original,Smartphone,Electronics,800.00,1,800.00,8.45,Returned,2023-04-28,2023,4,2023-04
CUST0016,Male,East,61,61,55-64,0,61,Original,Smartphone,Electronics,800.00,2,1600.00,19.07,Delivered,2023-10-03,2023,10,2023-10
CUST0023,Male,South,,29,25-34,1,29,Recovered from same Customer ID,Keyboard,Accessories,50.00,5,250.00,10.03,Returned,2023-11-01,2023,11,2023-11
CUST0008,Female,West,18,18,18-24,0,18,Original,Mouse,Accessories,30.00,4,120.00,8.76,In Transit,2023-06-30,2023,6,2023-06
CUST0268,Male,North,21,21,18-24,0,21,Original,Monitor,Electronics,300.00,2,600.00,5.69,Returned,2023-08-03,2023,8,2023-08
CUST0162,Male,East,69,69,65+,0,69,Original,Headphones,Accessories,100.00,1,100.00,6.43,Returned,2023-05-26,2023,5,2023-05
CUST0121,Female,West,66,66,65+,0,66,Original,Smartwatch,Wearables,200.00,5,1000.00,19.19,Returned,2023-09-19,2023,9,2023-09
CUST0047,Female,West,41,41,35-44,0,41,Original,Smartwatch,Wearables,200.00,3,600.00,10.92,Returned,2023-06-18,2023,6,2023-06
CUST0148,Male,East,67,67,65+,0,67,Original,Keyboard,Accessories,50.00,5,250.00,11.17,In Transit,2023-03-03,2023,3,2023-03
CUST0251,Female,East,42,42,35-44,0,42,Original,Smartphone,Electronics,800.00,3,2400.00,10.65,In Transit,2023-11-18,2023,11,2023-11
CUST0028,Female,West,50,50,45-54,0,50,Original,Monitor,Electronics,300.00,1,300.00,14.36,Delivered,2023-08-05,2023,8,2023-08
CUST0174,Female,East,68,68,65+,0,68,Original,Headphones,Accessories,100.00,4,400.00,11.92,In Transit,2023-10-31,2023,10,2023-10
CUST0296,Female,East,50,50,45-54,0,50,Original,Smartphone,Electronics,800.00,5,4000.00,13.43,Returned,2023-08-11,2023,8,2023-08
CUST0085,Male,Unknown,,18,18-24,1,18,Recovered from same Customer ID,Smartphone,Electronics,800.00,1,800.00,16.20,Returned,2023-11-25,2023,11,2023-11
CUST0281,Male,West,44,44,35-44,0,44,Original,Laptop,Electronics,1500.00,5,7500.00,7.21,Delivered,2023-11-21,2023,11,2023-11
CUST0010,Female,East,37,37,35-44,0,37,Original,Headphones,Accessories,100.00,3,300.00,7.41,Delivered,2023-03-27,2023,3,2023-03
CUST0186,Female,West,55,55,55-64,0,55,Original,Laptop,Electronics,1500.00,1,1500.00,19.04,In Transit,2023-10-20,2023,10,2023-10
CUST0281,Female,North,44,44,35-44,0,44,Original,Laptop,Electronics,1500.00,2,3000.00,9.87,Delivered,2023-11-27,2023,11,2023-11
CUST0031,Female,East,67,67,65+,0,67,Original,Smartphone,Electronics,800.00,5,4000.00,9.60,In Transit,2023-10-22,2023,10,2023-10
CUST0270,Female,East,,64,55-64,1,64,Recovered from same Customer ID,Headphones,Accessories,100.00,3,300.00,13.33,Delivered,2023-02-10,2023,2,2023-02
CUST0039,Female,North,60,60,55-64,0,60,Original,Smartphone,Electronics,800.00,2,1600.00,19.20,In Transit,2023-08-11,2023,8,2023-08
CUST0063,Male,South,20,20,18-24,0,20,Original,Keyboard,Accessories,50.00,1,50.00,17.61,Returned,2023-08-13,2023,8,2023-08
CUST0097,Female,East,34,34,25-34,0,34,Original,Smartwatch,Wearables,200.00,1,200.00,17.66,Returned,2023-05-21,2023,5,2023-05
CUST0067,Female,North,19,19,18-24,0,19,Original,Laptop,Electronics,1500.00,4,6000.00,14.45,Delivered,2023-11-08,2023,11,2023-11
CUST0124,Female,East,,53,45-54,1,53,Recovered from same Customer ID,Smartphone,Electronics,800.00,4,3200.00,19.17,In Transit,2023-06-17,2023,6,2023-06
CUST0284,Female,South,64,64,55-64,0,64,Original,Monitor,Electronics,300.00,3,900.00,19.12,In Transit,2023-06-17,2023,6,2023-06
CUST0010,Male,West,37,37,35-44,0,37,Original,Monitor,Electronics,300.00,1,300.00,9.72,Returned,2023-03-30,2023,3,2023-03
CUST0276,Female,West,66,66,65+,0,66,Original,Monitor,Electronics,300.00,1,300.00,18.63,Delivered,2023-11-01,2023,11,2023-11
CUST0256,Male,South,69,69,65+,0,69,Original,Smartphone,Electronics,800.00,3,2400.00,5.26,Unknown,2023-10-07,2023,10,2023-10
CUST0221,Female,South,33,33,25-34,0,33,Original,Mouse,Accessories,30.00,2,60.00,15.69,Delivered,2023-10-21,2023,10,2023-10
CUST0062,Female,West,43,43,35-44,0,43,Original,Monitor,Electronics,300.00,3,900.00,8.58,Returned,2023-11-02,2023,11,2023-11
CUST0219,Female,South,48,48,45-54,0,48,Original,Headphones,Accessories,100.00,1,100.00,9.55,Delivered,2023-01-23,2023,1,2023-01
CUST0053,Male,Unknown,25,25,25-34,0,25,Original,Keyboard,Accessories,50.00,3,150.00,11.95,Returned,2023-10-18,2023,10,2023-10
CUST0144,Female,South,54,54,45-54,0,54,Original,Smartphone,Electronics,800.00,4,3200.00,7.86,Returned,2023-08-07,2023,8,2023-08
CUST0081,Male,South,38,38,35-44,0,38,Original,Monitor,Electronics,300.00,5,1500.00,12.67,In Transit,2023-01-05,2023,1,2023-01
CUST0044,Female,South,30,30,25-34,0,30,Original,Monitor,Electronics,300.00,2,600.00,16.31,Delivered,2023-07-25,2023,7,2023-07
CUST0055,Female,South,45,45,45-54,0,45,Original,Smartwatch,Wearables,200.00,3,600.00,18.24,Returned,2023-11-25,2023,11,2023-11
CUST0272,Male,North,52,52,45-54,0,52,Original,Mouse,Accessories,30.00,3,90.00,11.88,Returned,2023-05-18,2023,5,2023-05
CUST0126,Female,South,66,66,65+,0,66,Original,Mouse,Accessories,30.00,2,60.00,5.53,In Transit,2023-10-16,2023,10,2023-10
CUST0167,Male,South,67,67,65+,0,67,Original,Smartwatch,Wearables,200.00,3,600.00,8.01,Delivered,2023-03-27,2023,3,2023-03
CUST0043,Female,South,22,22,18-24,0,22,Original,Mouse,Accessories,30.00,4,120.00,19.24,In Transit,2023-10-25,2023,10,2023-10
CUST0201,Male,West,49,49,45-54,0,49,Original,Monitor,Electronics,300.00,2,600.00,7.00,In Transit,2023-09-21,2023,9,2023-09
CUST0237,Male,South,65,65,65+,0,65,Original,Smartwatch,Wearables,200.00,3,600.00,6.94,In Transit,2024-01-03,2024,1,2024-01
CUST0028,Female,East,,50,45-54,1,50,Recovered from same Customer ID,Laptop,Electronics,1500.00,1,1500.00,6.62,Delivered,2023-02-22,2023,2,2023-02
CUST0150,Female,North,63,63,55-64,0,63,Original,Monitor,Electronics,300.00,3,900.00,19.87,Delivered,2023-08-23,2023,8,2023-08
CUST0247,Male,South,44,44,35-44,0,44,Original,Keyboard,Accessories,50.00,2,100.00,10.09,Delivered,2023-08-01,2023,8,2023-08
CUST0058,Female,East,42,42,35-44,0,42,Original,Monitor,Electronics,300.00,2,600.00,6.22,In Transit,2023-08-06,2023,8,2023-08
CUST0281,Male,West,,44,35-44,1,44,Recovered from same Customer ID,Laptop,Electronics,1500.00,4,6000.00,7.66,Returned,2023-01-01,2023,1,2023-01
CUST0041,Male,East,64,64,55-64,0,64,Original,Smartphone,Electronics,800.00,4,3200.00,5.82,Returned,2023-10-02,2023,10,2023-10
CUST0204,Male,East,54,54,45-54,0,54,Original,Monitor,Electronics,300.00,4,1200.00,18.40,Delivered,2023-04-29,2023,4,2023-04
CUST0095,Female,North,60,60,55-64,0,60,Original,Smartwatch,Wearables,200.00,2,400.00,18.88,Delivered,2023-07-24,2023,7,2023-07
CUST0272,Female,North,52,52,45-54,0,52,Original,Smartwatch,Wearables,200.00,3,600.00,15.36,In Transit,2023-09-17,2023,9,2023-09
CUST0069,Male,East,,66,65+,1,66,Recovered from same Customer ID,Monitor,Electronics,300.00,4,1200.00,16.88,In Transit,2023-09-26,2023,9,2023-09
CUST0202,Male,South,56,56,55-64,0,56,Original,Headphones,Accessories,100.00,4,400.00,19.94,In Transit,2023-06-07,2023,6,2023-06
CUST0054,Female,North,64,64,55-64,0,64,Original,Headphones,Accessories,100.00,1,100.00,10.32,Delivered,2023-03-12,2023,3,2023-03
CUST0187,Female,East,25,25,25-34,0,25,Original,Keyboard,Accessories,50.00,4,200.00,7.33,Delivered,2023-10-24,2023,10,2023-10
CUST0065,Male,South,41,41,35-44,0,41,Original,Smartphone,Electronics,800.00,5,4000.00,6.41,In Transit,2023-12-01,2023,12,2023-12
CUST0019,Male,West,69,69,65+,0,69,Original,Smartwatch,Wearables,200.00,1,200.00,12.86,In Transit,2023-08-16,2023,8,2023-08
CUST0054,Female,North,64,64,55-64,0,64,Original,Keyboard,Accessories,50.00,1,50.00,13.13,In Transit,2023-02-13,2023,2,2023-02
CUST0018,Female,Unknown,38,38,35-44,0,38,Original,Mouse,Accessories,30.00,2,60.00,17.21,In Transit,2023-11-28,2023,11,2023-11
CUST0059,Male,North,18,18,18-24,0,18,Original,Laptop,Electronics,1500.00,2,3000.00,7.81,Returned,2023-06-22,2023,6,2023-06
CUST0075,Female,South,56,56,55-64,0,56,Original,Mouse,Accessories,30.00,5,150.00,5.44,In Transit,2023-06-23,2023,6,2023-06
CUST0129,Female,East,66,66,65+,0,66,Original,Smartphone,Electronics,800.00,3,2400.00,19.63,Delivered,2023-07-28,2023,7,2023-07
CUST0103,Male,North,,23,18-24,1,23,Recovered from same Customer ID,Smartphone,Electronics,800.00,1,800.00,15.79,In Transit,2023-10-30,2023,10,2023-10
CUST0176,Female,South,51,51,45-54,0,51,Original,Laptop,Electronics,1500.00,3,4500.00,5.72,In Transit,2023-11-10,2023,11,2023-11
CUST0299,Female,West,58,58,55-64,0,58,Original,Smartwatch,Wearables,200.00,3,600.00,9.69,Returned,2024-01-03,2024,1,2024-01
CUST0178,Female,South,44,44,35-44,0,44,Original,Smartphone,Electronics,800.00,3,2400.00,19.31,Delivered,2023-06-03,2023,6,2023-06
CUST0138,Female,East,46,46,45-54,0,46,Original,Laptop,Electronics,1500.00,4,6000.00,16.31,In Transit,2023-06-29,2023,6,2023-06
